#module;property;value_type;entity;selection_set_service_method_name;get_name_method_name;get_value_method_name;complete_method_name;jsf converter;picker;name_l10n_key;valid_restrictions
PROBAND_DB;proband.trialParticipations.ecrfValues.value.timeValue;TIME;;;;;;;;proband.trialParticipations.ecrfValues.value.timeValue;EQ, NE, GT, GE, LT, LE
PROBAND_DB;proband.trialParticipations.ecrfValues.value.timeValue;LONG;;;;;;;;proband.trialParticipations.ecrfValues.value.timeValueByHourMinute;HOUR_EQ, HOUR_GE, HOUR_GT, HOUR_LE, HOUR_LT, HOUR_NE, MINUTE_EQ, MINUTE_GE, MINUTE_GT, MINUTE_LE, MINUTE_LT, MINUTE_NE
#PROBAND_DB;proband.trialParticipations.ecrfValues.value.selectionValues.id;LONG;InputFieldSelectionSetValue;getAllEcrfFieldInputFieldSelectionSetValues;getUniqueName;getId;;;;proband.trialParticipations.ecrfValues.value.selectionValues.id;EQ, NE
PROBAND_DB;proband.trialParticipations.ecrfValues.value.selectionValues.id;LONG;InputFieldSelectionSetValue;;getUniqueName;;completeEcrfFieldInputFieldSelectionSetValue;ctsms.InputFieldSelectionSetValue;;proband.trialParticipations.ecrfValues.value.selectionValues.id;EQ, NE
PROBAND_DB;proband.trialParticipations.ecrfValues.value.selectionValues.value;STRING;;;;;completeInputFieldSelectionSetValue;;;proband.trialParticipations.ecrfValues.value.selectionValues.value;EQ, NE, GT, GE, LT, LE, LIKE, ILIKE
PROBAND_DB;proband.trialParticipations.ecrfValues.value.selectionValues;LONG;;;;;;;;proband.trialParticipations.ecrfValues.value.selectionValues;IS_EMPTY, IS_NOT_EMPTY, SIZE_EQ, SIZE_NE, SIZE_GT, SIZE_GE, SIZE_LT, SIZE_LE
PROBAND_DB;proband.contactDetailValues.valueHash;STRING_HASH;;;;;;;;proband.contactDetailValues.valueHash;EQ, NE
PROBAND_DB;proband.contactDetailValues.type.id;LONG;ContactDetailType;getAllContactDetailTypes;getName;getId;;;;proband.contactDetailValues.type.id;EQ, NE
PROBAND_DB;proband.contactDetailValues;LONG;;;;;;;;proband.contactDetailValues;IS_EMPTY, IS_NOT_EMPTY, SIZE_EQ, SIZE_NE, SIZE_GT, SIZE_GE, SIZE_LT, SIZE_LE
PROBAND_DB;proband.contactDetailValues.na;BOOLEAN;;;;;;;;proband.contactDetailValues.na;EQ, NE
PROBAND_DB;proband.trialParticipations.trial.id;LONG;;;;;;;TRIAL_DB;proband.trialParticipations.trial.id;EQ, NE
PROBAND_DB;proband.trialParticipations.lastStatus.status.id;LONG;VariablePeriod;getAllProbandListStatusTypes;getName;getId;;;;proband.trialParticipations.lastStatus.status.id;EQ, NE
PROBAND_DB;proband.trialParticipations.lastStatus.realTimestamp;TIMESTAMP;;;;;;;;proband.trialParticipations.lastStatus.realTimestamp;EQ, NE, GT, GE, LT, LE
PROBAND_DB;proband.trialParticipations.lastStatus.realTimestamp;STRING;VariablePeriod;getVariablePeriodsWoExplicit;getName;getPeriod.name;;;;proband.trialParticipations.lastStatus.realTimestampByPeriod;IS_EQ_NOW, IS_NE_NOW, IS_GT_NOW, IS_GE_NOW, IS_LT_NOW, IS_LE_NOW, IS_GT_NOW_PLUS_PERIOD, IS_GE_NOW_PLUS_PERIOD, IS_EQ_NOW_PLUS_PERIOD, IS_NE_NOW_PLUS_PERIOD, IS_LT_NOW_PLUS_PERIOD, IS_LE_NOW_PLUS_PERIOD, IS_GT_NOW_MINUS_PERIOD, IS_GE_NOW_MINUS_PERIOD, IS_EQ_NOW_MINUS_PERIOD, IS_NE_NOW_MINUS_PERIOD, IS_LT_NOW_MINUS_PERIOD, IS_LE_NOW_MINUS_PERIOD
PROBAND_DB;proband.files;LONG;;;;;;;;proband.files;IS_EMPTY, IS_NOT_EMPTY, SIZE_EQ, SIZE_NE, SIZE_GT, SIZE_GE, SIZE_LT, SIZE_LE
PROBAND_DB;proband.files.fileNameHash;STRING_HASH;;;;;;;;proband.files.fileNameHash;EQ, NE
USER_DB;user.id;LONG;;;;;;;;user.id;EQ, NE, TRUE
USER_DB;user.department.id;LONG;Department;getAllDepartments;getName;getId;;;;user.department.id;EQ, NE, IS_EQ_CONTEXT_USER_DEPARTMENT_ID
USER_DB;user.name;STRING;;;;;;;;user.name;EQ, NE, GT, GE, LT, LE, LIKE, ILIKE
USER_DB;user.locked;BOOLEAN;;;;;;;;user.locked;EQ, NE
USER_DB;user.deferredDelete;BOOLEAN;;;;;;;;user.deferredDelete;EQ, NE
USER_DB;user.permissionProfiles.profile;STRING;PermissionProfile;getPermissionProfiles;getProfileName;getProfile.name;;;;user.permissionProfiles.profile;EQ, NE
USER_DB;user.permissionProfiles.active;BOOLEAN;;;;;;;;user.permissionProfiles.active;EQ, NE
USER_DB;user.permissionProfiles.modifiedTimestamp;TIMESTAMP;;;;;;;;user.permissionProfiles.modifiedTimestamp;EQ, NE, GT, GE, LT, LE
USER_DB;user.permissionProfiles.modifiedTimestamp;STRING;VariablePeriod;getVariablePeriodsWoExplicit;getName;getPeriod.name;;;;user.permissionProfiles.modifiedTimestampByPeriod;IS_EQ_NOW, IS_NE_NOW, IS_GT_NOW, IS_GE_NOW, IS_LT_NOW, IS_LE_NOW, IS_GT_NOW_PLUS_PERIOD, IS_GE_NOW_PLUS_PERIOD, IS_EQ_NOW_PLUS_PERIOD, IS_NE_NOW_PLUS_PERIOD, IS_LT_NOW_PLUS_PERIOD, IS_LE_NOW_PLUS_PERIOD, IS_GT_NOW_MINUS_PERIOD, IS_GE_NOW_MINUS_PERIOD, IS_EQ_NOW_MINUS_PERIOD, IS_NE_NOW_MINUS_PERIOD, IS_LT_NOW_MINUS_PERIOD, IS_LE_NOW_MINUS_PERIOD
USER_DB;user.identity.id;LONG;;;;;;;STAFF_DB;user.identity.id;EQ, NE
USER_DB;user.authMethod;STRING;AuthenticationType;getAuthenticationTypes;getName;getMethod.name;;;;user.authMethod;EQ, NE
